Phase,Trial,CharID,Target,Recalled,Score,Success,MemorySize
P1-2,5,0x4e52,乒,乒,1.0000,True,200
P1-2,6,0x4e52,乒,乒,1.0000,True,200
P1-2,7,0x4e52,乒,乒,1.0000,True,200
P1-2,8,0x4e52,乒,乒,1.0000,True,200
P1-2,9,0x4e52,乒,乒,1.0000,True,200
P1-2,0,0x4e53,乓,乓,1.0000,True,200
P1-2,1,0x4e53,乓,乓,1.0000,True,200
P1-2,2,0x4e53,乓,乓,1.0000,True,200
P1-2,3,0x4e53,乓,乓,1.0000,True,200
P1-2,4,0x4e53,乓,乓,1.0000,True,200
P1-2,5,0x4e53,乓,乓,1.0000,True,200
P1-2,6,0x4e53,乓,乓,1.0000,True,200
P1-2,7,0x4e53,乓,乓,1.0000,True,200
P1-2,8,0x4e53,乓,乓,1.0000,True,200
P1-2,9,0x4e53,乓,乓,1.0000,True,200
P1-2,0,0x4e54,乔,乔,1.0000,True,200
P1-2,1,0x4e54,乔,乔,1.0000,True,200
P1-2,2,0x4e54,乔,乔,1.0000,True,200
P1-2,3,0x4e54,乔,乔,1.0000,True,200
P1-2,4,0x4e54,乔,乔,1.0000,True,200
P1-2,5,0x4e54,乔,乔,1.0000,True,200
P1-2,6,0x4e54,乔,乔,1.0000,True,200
P1-2,7,0x4e54,乔,乔,1.0000,True,200
P1-2,8,0x4e54,乔,乔,1.0000,True,200
P1-2,9,0x4e54,乔,乔,1.0000,True,200
P1-2,0,0x4e55,乕,乕,1.0000,True,200
P1-2,1,0x4e55,乕,乕,1.0000,True,200
P1-2,2,0x4e55,乕,乕,1.0000,True,200
P1-2,3,0x4e55,乕,乕,1.0000,True,200
P1-2,4,0x4e55,乕,乕,1.0000,True,200
P1-2,5,0x4e55,乕,乕,1.0000,True,200
P1-2,6,0x4e55,乕,乕,1.0000,True,200
P1-2,7,0x4e55,乕,乕,1.0000,True,200
P1-2,8,0x4e55,乕,乕,1.0000,True,200
P1-2,9,0x4e55,乕,乕,1.0000,True,200
P1-2,0,0x4e56,乖,乖,1.0000,True,200
P1-2,1,0x4e56,乖,乖,1.0000,True,200
P1-2,2,0x4e56,乖,乖,1.0000,True,200
P1-2,3,0x4e56,乖,乖,1.0000,True,200
P1-2,4,0x4e56,乖,乖,1.0000,True,200
P1-2,5,0x4e56,乖,乖,1.0000,True,200
P1-2,6,0x4e56,乖,乖,1.0000,True,200
P1-2,7,0x4e56,乖,乖,1.0000,True,200
P1-2,8,0x4e56,乖,乖,1.0000,True,200
P1-2,9,0x4e56,乖,乖,1.0000,True,200
P1-2,0,0x4e57,乗,乗,1.0000,True,200
P1-2,1,0x4e57,乗,乗,1.0000,True,200
P1-2,2,0x4e57,乗,乗,1.0000,True,200
P1-2,3,0x4e57,乗,乗,1.0000,True,200
P1-2,4,0x4e57,乗,乗,1.0000,True,200
P1-2,5,0x4e57,乗,乗,1.0000,True,200
P1-2,6,0x4e57,乗,乗,1.0000,True,200
P1-2,7,0x4e57,乗,乗,1.0000,True,200
P1-2,8,0x4e57,乗,乗,1.0000,True,200
P1-2,9,0x4e57,乗,乗,1.0000,True,200
P1-2,0,0x4e58,乘,乘,1.0000,True,200
P1-2,1,0x4e58,乘,乘,1.0000,True,200
P1-2,2,0x4e58,乘,乘,1.0000,True,200
P1-2,3,0x4e58,乘,乘,1.0000,True,200
P1-2,4,0x4e58,乘,乘,1.0000,True,200
P1-2,5,0x4e58,乘,乘,1.0000,True,200
P1-2,6,0x4e58,乘,乘,1.0000,True,200
P1-2,7,0x4e58,乘,乘,1.0000,True,200
P1-2,8,0x4e58,乘,乘,1.0000,True,200
P1-2,9,0x4e58,乘,乘,1.0000,True,200
P1-2,0,0x4e59,乙,乙,1.0000,True,200
P1-2,1,0x4e59,乙,乙,1.0000,True,200
P1-2,2,0x4e59,乙,乙,1.0000,True,200
P1-2,3,0x4e59,乙,乙,1.0000,True,200
P1-2,4,0x4e59,乙,乙,1.0000,True,200
P1-2,5,0x4e59,乙,乙,1.0000,True,200
P1-2,6,0x4e59,乙,乙,1.0000,True,200
P1-2,7,0x4e59,乙,乙,1.0000,True,200
P1-2,8,0x4e59,乙,乙,1.0000,True,200
P1-2,9,0x4e59,乙,乙,1.0000,True,200
P1-2,0,0x4e5a,乚,乚,1.0000,True,200
P1-2,1,0x4e5a,乚,乚,1.0000,True,200
P1-2,2,0x4e5a,乚,乚,1.0000,True,200
P1-2,3,0x4e5a,乚,乚,1.0000,True,200
P1-2,4,0x4e5a,乚,乚,1.0000,True,200
P1-2,5,0x4e5a,乚,乚,1.0000,True,200
P1-2,6,0x4e5a,乚,乚,1.0000,True,200
P1-2,7,0x4e5a,乚,乚,1.0000,True,200
P1-2,8,0x4e5a,乚,乚,1.0000,True,200
P1-2,9,0x4e5a,乚,乚,1.0000,True,200
P1-2,0,0x4e5b,乛,乛,1.0000,True,200
P1-2,1,0x4e5b,乛,乛,1.0000,True,200
P1-2,2,0x4e5b,乛,乛,1.0000,True,200
P1-2,3,0x4e5b,乛,乛,1.0000,True,200
P1-2,4,0x4e5b,乛,乛,1.0000,True,200
P1-2,5,0x4e5b,乛,乛,1.0000,True,200
P1-2,6,0x4e5b,乛,乛,1.0000,True,200
P1-2,7,0x4e5b,乛,乛,1.0000,True,200
P1-2,8,0x4e5b,乛,乛,1.0000,True,200
P1-2,9,0x4e5b,乛,乛,1.0000,True,200
P1-2,0,0x4e5c,乜,乜,1.0000,True,200
P1-2,1,0x4e5c,乜,乜,1.0000,True,200
P1-2,2,0x4e5c,乜,乜,1.0000,True,200
P1-2,3,0x4e5c,乜,乜,1.0000,True,200
P1-2,4,0x4e5c,乜,乜,1.0000,True,200
P1-2,5,0x4e5c,乜,乜,1.0000,True,200
P1-2,6,0x4e5c,乜,乜,1.0000,True,200
P1-2,7,0x4e5c,乜,乜,1.0000,True,200
P1-2,8,0x4e5c,乜,乜,1.0000,True,200
P1-2,9,0x4e5c,乜,乜,1.0000,True,200
P1-2,0,0x4e5d,九,九,1.0000,True,200
P1-2,1,0x4e5d,九,九,1.0000,True,200
P1-2,2,0x4e5d,九,九,1.0000,True,200
P1-2,3,0x4e5d,九,九,1.0000,True,200
P1-2,4,0x4e5d,九,九,1.0000,True,200
P1-2,5,0x4e5d,九,九,1.0000,True,200
P1-2,6,0x4e5d,九,九,1.0000,True,200
P1-2,7,0x4e5d,九,九,1.0000,True,200
P1-2,8,0x4e5d,九,九,1.0000,True,200
P1-2,9,0x4e5d,九,九,1.0000,True,200
P1-2,0,0x4e5e,乞,乞,1.0000,True,200
P1-2,1,0x4e5e,乞,乞,1.0000,True,200
P1-2,2,0x4e5e,乞,乞,1.0000,True,200
P1-2,3,0x4e5e,乞,乞,1.0000,True,200
P1-2,4,0x4e5e,乞,乞,1.0000,True,200
P1-2,5,0x4e5e,乞,乞,1.0000,True,200
P1-2,6,0x4e5e,乞,乞,1.0000,True,200
P1-2,7,0x4e5e,乞,乞,1.0000,True,200
P1-2,8,0x4e5e,乞,乞,1.0000,True,200
P1-2,9,0x4e5e,乞,乞,1.0000,True,200
P1-2,0,0x4e5f,也,也,1.0000,True,200
P1-2,1,0x4e5f,也,也,1.0000,True,200
P1-2,2,0x4e5f,也,也,1.0000,True,200
P1-2,3,0x4e5f,也,也,1.0000,True,200
P1-2,4,0x4e5f,也,也,1.0000,True,200
P1-2,5,0x4e5f,也,也,1.0000,True,200
P1-2,6,0x4e5f,也,也,1.0000,True,200
P1-2,7,0x4e5f,也,也,1.0000,True,200
P1-2,8,0x4e5f,也,也,1.0000,True,200
P1-2,9,0x4e5f,也,也,1.0000,True,200
P1-2,0,0x4e60,习,习,1.0000,True,200
P1-2,1,0x4e60,习,习,1.0000,True,200
P1-2,2,0x4e60,习,习,1.0000,True,200
P1-2,3,0x4e60,习,习,1.0000,True,200
P1-2,4,0x4e60,习,习,1.0000,True,200
P1-2,5,0x4e60,习,习,1.0000,True,200
P1-2,6,0x4e60,习,习,1.0000,True,200
P1-2,7,0x4e60,习,习,1.0000,True,200
P1-2,8,0x4e60,习,习,1.0000,True,200
P1-2,9,0x4e60,习,习,1.0000,True,200
P1-2,0,0x4e61,乡,乡,1.0000,True,200
P1-2,1,0x4e61,乡,乡,1.0000,True,200
P1-2,2,0x4e61,乡,乡,1.0000,True,200
P1-2,3,0x4e61,乡,乡,1.0000,True,200
P1-2,4,0x4e61,乡,乡,1.0000,True,200
P1-2,5,0x4e61,乡,乡,1.0000,True,200
P1-2,6,0x4e61,乡,乡,1.0000,True,200
P1-2,7,0x4e61,乡,乡,1.0000,True,200
P1-2,8,0x4e61,乡,乡,1.0000,True,200
P1-2,9,0x4e61,乡,乡,1.0000,True,200
P1-2,0,0x4e62,乢,乢,1.0000,True,200
P1-2,1,0x4e62,乢,乢,1.0000,True,200
P1-2,2,0x4e62,乢,乢,1.0000,True,200
P1-2,3,0x4e62,乢,乢,1.0000,True,200
P1-2,4,0x4e62,乢,乢,1.0000,True,200
P1-2,5,0x4e62,乢,乢,1.0000,True,200
P1-2,6,0x4e62,乢,乢,1.0000,True,200
P1-2,7,0x4e62,乢,乢,1.0000,True,200
P1-2,8,0x4e62,乢,乢,1.0000,True,200
P1-2,9,0x4e62,乢,乢,1.0000,True,200
P1-2,0,0x4e63,乣,乣,1.0000,True,200
P1-2,1,0x4e63,乣,乣,1.0000,True,200
P1-2,2,0x4e63,乣,乣,1.0000,True,200
P1-2,3,0x4e63,乣,乣,1.0000,True,200
P1-2,4,0x4e63,乣,乣,1.0000,True,200
P1-2,5,0x4e63,乣,乣,1.0000,True,200
P1-2,6,0x4e63,乣,乣,1.0000,True,200
P1-2,7,0x4e63,乣,乣,1.0000,True,200
P1-2,8,0x4e63,乣,乣,1.0000,True,200
P1-2,9,0x4e63,乣,乣,1.0000,True,200
P1-2,0,0x4e64,乤,乤,1.0000,True,200
P1-2,1,0x4e64,乤,乤,1.0000,True,200
P1-2,2,0x4e64,乤,乤,1.0000,True,200
P1-2,3,0x4e64,乤,乤,1.0000,True,200
P1-2,4,0x4e64,乤,乤,1.0000,True,200
P1-2,5,0x4e64,乤,乤,1.0000,True,200
P1-2,6,0x4e64,乤,乤,1.0000,True,200
P1-2,7,0x4e64,乤,乤,1.0000,True,200
P1-2,8,0x4e64,乤,乤,1.0000,True,200
P1-2,9,0x4e64,乤,乤,1.0000,True,200
P1-2,0,0x4e65,乥,乥,1.0000,True,200
P1-2,1,0x4e65,乥,乥,1.0000,True,200
P1-2,2,0x4e65,乥,乥,1.0000,True,200
P1-2,3,0x4e65,乥,乥,1.0000,True,200
P1-2,4,0x4e65,乥,乥,1.0000,True,200
P1-2,5,0x4e65,乥,乥,1.0000,True,200
P1-2,6,0x4e65,乥,乥,1.0000,True,200
P1-2,7,0x4e65,乥,乥,1.0000,True,200
P1-2,8,0x4e65,乥,乥,1.0000,True,200
P1-2,9,0x4e65,乥,乥,1.0000,True,200
P1-2,0,0x4e66,书,书,1.0000,True,200
P1-2,1,0x4e66,书,书,1.0000,True,200
P1-2,2,0x4e66,书,书,1.0000,True,200
P1-2,3,0x4e66,书,书,1.0000,True,200
P1-2,4,0x4e66,书,书,1.0000,True,200
P1-2,5,0x4e66,书,书,1.0000,True,200
P1-2,6,0x4e66,书,书,1.0000,True,200
P1-2,7,0x4e66,书,书,1.0000,True,200
P1-2,8,0x4e66,书,书,1.0000,True,200
P1-2,9,0x4e66,书,书,1.0000,True,200
P1-2,0,0x4e67,乧,乧,1.0000,True,200
P1-2,1,0x4e67,乧,乧,1.0000,True,200
P1-2,2,0x4e67,乧,乧,1.0000,True,200
P1-2,3,0x4e67,乧,乧,1.0000,True,200
P1-2,4,0x4e67,乧,乧,1.0000,True,200
P1-2,5,0x4e67,乧,乧,1.0000,True,200
P1-2,6,0x4e67,乧,乧,1.0000,True,200
P1-2,7,0x4e67,乧,乧,1.0000,True,200
P1-2,8,0x4e67,乧,乧,1.0000,True,200
P1-2,9,0x4e67,乧,乧,1.0000,True,200
P1-2,0,0x4e68,乨,乨,1.0000,True,200
P1-2,1,0x4e68,乨,乨,1.0000,True,200
P1-2,2,0x4e68,乨,乨,1.0000,True,200
P1-2,3,0x4e68,乨,乨,1.0000,True,200
P1-2,4,0x4e68,乨,乨,1.0000,True,200
P1-2,5,0x4e68,乨,乨,1.0000,True,200
P1-2,6,0x4e68,乨,乨,1.0000,True,200
P1-2,7,0x4e68,乨,乨,1.0000,True,200
P1-2,8,0x4e68,乨,乨,1.0000,True,200
P1-2,9,0x4e68,乨,乨,1.0000,True,200
P1-2,0,0x4e69,乩,乩,1.0000,True,200
P1-2,1,0x4e69,乩,乩,1.0000,True,200
P1-2,2,0x4e69,乩,乩,1.0000,True,200
P1-2,3,0x4e69,乩,乩,1.0000,True,200
P1-2,4,0x4e69,乩,乩,1.0000,True,200
P1-2,5,0x4e69,乩,乩,1.0000,True,200
P1-2,6,0x4e69,乩,乩,1.0000,True,200
P1-2,7,0x4e69,乩,乩,1.0000,True,200
P1-2,8,0x4e69,乩,乩,1.0000,True,200
P1-2,9,0x4e69,乩,乩,1.0000,True,200
P1-2,0,0x4e6a,乪,乪,1.0000,True,200
P1-2,1,0x4e6a,乪,乪,1.0000,True,200
P1-2,2,0x4e6a,乪,乪,1.0000,True,200
P1-2,3,0x4e6a,乪,乪,1.0000,True,200
P1-2,4,0x4e6a,乪,乪,1.0000,True,200
P1-2,5,0x4e6a,乪,乪,1.0000,True,200
P1-2,6,0x4e6a,乪,乪,1.0000,True,200
P1-2,7,0x4e6a,乪,乪,1.0000,True,200
P1-2,8,0x4e6a,乪,乪,1.0000,True,200
P1-2,9,0x4e6a,乪,乪,1.0000,True,200
P1-2,0,0x4e6b,乫,乫,1.0000,True,200
P1-2,1,0x4e6b,乫,乫,1.0000,True,200
P1-2,2,0x4e6b,乫,乫,1.0000,True,200
P1-2,3,0x4e6b,乫,乫,1.0000,True,200
P1-2,4,0x4e6b,乫,乫,1.0000,True,200
P1-2,5,0x4e6b,乫,乫,1.0000,True,200
P1-2,6,0x4e6b,乫,乫,1.0000,True,200
P1-2,7,0x4e6b,乫,乫,1.0000,True,200
P1-2,8,0x4e6b,乫,乫,1.0000,True,200
P1-2,9,0x4e6b,乫,乫,1.0000,True,200
P1-2,0,0x4e6c,乬,乬,1.0000,True,200
P1-2,1,0x4e6c,乬,乬,1.0000,True,200
P1-2,2,0x4e6c,乬,乬,1.0000,True,200
P1-2,3,0x4e6c,乬,乬,1.0000,True,200
P1-2,4,0x4e6c,乬,乬,1.0000,True,200
P1-2,5,0x4e6c,乬,乬,1.0000,True,200
P1-2,6,0x4e6c,乬,乬,1.0000,True,200
P1-2,7,0x4e6c,乬,乬,1.0000,True,200
P1-2,8,0x4e6c,乬,乬,1.0000,True,200
P1-2,9,0x4e6c,乬,乬,1.0000,True,200
P1-2,0,0x4e6d,乭,乭,1.0000,True,200
P1-2,1,0x4e6d,乭,乭,1.0000,True,200
P1-2,2,0x4e6d,乭,乭,1.0000,True,200
P1-2,3,0x4e6d,乭,乭,1.0000,True,200
P1-2,4,0x4e6d,乭,乭,1.0000,True,200
P1-2,5,0x4e6d,乭,乭,1.0000,True,200
P1-2,6,0x4e6d,乭,乭,1.0000,True,200
P1-2,7,0x4e6d,乭,乭,1.0000,True,200
P1-2,8,0x4e6d,乭,乭,1.0000,True,200
P1-2,9,0x4e6d,乭,乭,1.0000,True,200
P1-2,0,0x4e6e,乮,乮,1.0000,True,200
P1-2,1,0x4e6e,乮,乮,1.0000,True,200
P1-2,2,0x4e6e,乮,乮,1.0000,True,200
P1-2,3,0x4e6e,乮,乮,1.0000,True,200
P1-2,4,0x4e6e,乮,乮,1.0000,True,200
P1-2,5,0x4e6e,乮,乮,1.0000,True,200
P1-2,6,0x4e6e,乮,乮,1.0000,True,200
P1-2,7,0x4e6e,乮,乮,1.0000,True,200
P1-2,8,0x4e6e,乮,乮,1.0000,True,200
P1-2,9,0x4e6e,乮,乮,1.0000,True,200
P1-2,0,0x4e6f,乯,乯,1.0000,True,200
P1-2,1,0x4e6f,乯,乯,1.0000,True,200
P1-2,2,0x4e6f,乯,乯,1.0000,True,200
P1-2,3,0x4e6f,乯,乯,1.0000,True,200
P1-2,4,0x4e6f,乯,乯,1.0000,True,200
P1-2,5,0x4e6f,乯,乯,1.0000,True,200
P1-2,6,0x4e6f,乯,乯,1.0000,True,200
P1-2,7,0x4e6f,乯,乯,1.0000,True,200
P1-2,8,0x4e6f,乯,乯,1.0000,True,200
P1-2,9,0x4e6f,乯,乯,1.0000,True,200
P1-2,0,0x4e70,买,买,1.0000,True,200
P1-2,1,0x4e70,买,买,1.0000,True,200
P1-2,2,0x4e70,买,买,1.0000,True,200
P1-2,3,0x4e70,买,买,1.0000,True,200
P1-2,4,0x4e70,买,买,1.0000,True,200
P1-2,5,0x4e70,买,买,1.0000,True,200
P1-2,6,0x4e70,买,买,1.0000,True,200
P1-2,7,0x4e70,买,买,1.0000,True,200
P1-2,8,0x4e70,买,买,1.0000,True,200
P1-2,9,0x4e70,买,买,1.0000,True,200
P1-2,0,0x4e71,乱,乱,1.0000,True,200
P1-2,1,0x4e71,乱,乱,1.0000,True,200
P1-2,2,0x4e71,乱,乱,1.0000,True,200
P1-2,3,0x4e71,乱,乱,1.0000,True,200
P1-2,4,0x4e71,乱,乱,1.0000,True,200
P1-2,5,0x4e71,乱,乱,1.0000,True,200
P1-2,6,0x4e71,乱,乱,1.0000,True,200
P1-2,7,0x4e71,乱,乱,1.0000,True,200
P1-2,8,0x4e71,乱,乱,1.0000,True,200
P1-2,9,0x4e71,乱,乱,1.0000,True,200
P1-2,0,0x4e72,乲,乲,1.0000,True,200
P1-2,1,0x4e72,乲,乲,1.0000,True,200
P1-2,2,0x4e72,乲,乲,1.0000,True,200
P1-2,3,0x4e72,乲,乲,1.0000,True,200
P1-2,4,0x4e72,乲,乲,1.0000,True,200
P1-2,5,0x4e72,乲,乲,1.0000,True,200
P1-2,6,0x4e72,乲,乲,1.0000,True,200
P1-2,7,0x4e72,乲,乲,1.0000,True,200
P1-2,8,0x4e72,乲,乲,1.0000,True,200
P1-2,9,0x4e72,乲,乲,1.0000,True,200
P1-2,0,0x4e73,乳,乳,1.0000,True,200
P1-2,1,0x4e73,乳,乳,1.0000,True,200
P1-2,2,0x4e73,乳,乳,1.0000,True,200
P1-2,3,0x4e73,乳,乳,1.0000,True,200
P1-2,4,0x4e73,乳,乳,1.0000,True,200
P1-2,5,0x4e73,乳,乳,1.0000,True,200
P1-2,6,0x4e73,乳,乳,1.0000,True,200
P1-2,7,0x4e73,乳,乳,1.0000,True,200
P1-2,8,0x4e73,乳,乳,1.0000,True,200
P1-2,9,0x4e73,乳,乳,1.0000,True,200
P1-2,0,0x4e74,乴,乴,1.0000,True,200
P1-2,1,0x4e74,乴,乴,1.0000,True,200
P1-2,2,0x4e74,乴,乴,1.0000,True,200
P1-2,3,0x4e74,乴,乴,1.0000,True,200
P1-2,4,0x4e74,乴,乴,1.0000,True,200
P1-2,5,0x4e74,乴,乴,1.0000,True,200
P1-2,6,0x4e74,乴,乴,1.0000,True,200
P1-2,7,0x4e74,乴,乴,1.0000,True,200
P1-2,8,0x4e74,乴,乴,1.0000,True,200
P1-2,9,0x4e74,乴,乴,1.0000,True,200
P1-2,0,0x4e75,乵,乵,1.0000,True,200
P1-2,1,0x4e75,乵,乵,1.0000,True,200
P1-2,2,0x4e75,乵,乵,1.0000,True,200
P1-2,3,0x4e75,乵,乵,1.0000,True,200
P1-2,4,0x4e75,乵,乵,1.0000,True,200
P1-2,5,0x4e75,乵,乵,1.0000,True,200
P1-2,6,0x4e75,乵,乵,1.0000,True,200
P1-2,7,0x4e75,乵,乵,1.0000,True,200
P1-2,8,0x4e75,乵,乵,1.0000,True,200
P1-2,9,0x4e75,乵,乵,1.0000,True,200
P1-2,0,0x4e76,乶,乶,1.0000,True,200
P1-2,1,0x4e76,乶,乶,1.0000,True,200
P1-2,2,0x4e76,乶,乶,1.0000,True,200
P1-2,3,0x4e76,乶,乶,1.0000,True,200
P1-2,4,0x4e76,乶,乶,1.0000,True,200
P1-2,5,0x4e76,乶,乶,1.0000,True,200
P1-2,6,0x4e76,乶,乶,1.0000,True,200
P1-2,7,0x4e76,乶,乶,1.0000,True,200
P1-2,8,0x4e76,乶,乶,1.0000,True,200
P1-2,9,0x4e76,乶,乶,1.0000,True,200
P1-2,0,0x4e77,乷,乷,1.0000,True,200
P1-2,1,0x4e77,乷,乷,1.0000,True,200
P1-2,2,0x4e77,乷,乷,1.0000,True,200
P1-2,3,0x4e77,乷,乷,1.0000,True,200
P1-2,4,0x4e77,乷,乷,1.0000,True,200
P1-2,5,0x4e77,乷,乷,1.0000,True,200
P1-2,6,0x4e77,乷,乷,1.0000,True,200
P1-2,7,0x4e77,乷,乷,1.0000,True,200
P1-2,8,0x4e77,乷,乷,1.0000,True,200
P1-2,9,0x4e77,乷,乷,1.0000,True,200
P1-2,0,0x4e78,乸,乸,1.0000,True,200
P1-2,1,0x4e78,乸,乸,1.0000,True,200
P1-2,2,0x4e78,乸,乸,1.0000,True,200
P1-2,3,0x4e78,乸,乸,1.0000,True,200
P1-2,4,0x4e78,乸,乸,1.0000,True,200
P1-2,5,0x4e78,乸,乸,1.0000,True,200
P1-2,6,0x4e78,乸,乸,1.0000,True,200
P1-2,7,0x4e78,乸,乸,1.0000,True,200
P1-2,8,0x4e78,乸,乸,1.0000,True,200
P1-2,9,0x4e78,乸,乸,1.0000,True,200
P1-2,0,0x4e79,乹,乹,1.0000,True,200
P1-2,1,0x4e79,乹,乹,1.0000,True,200
P1-2,2,0x4e79,乹,乹,1.0000,True,200
P1-2,3,0x4e79,乹,乹,1.0000,True,200
P1-2,4,0x4e79,乹,乹,1.0000,True,200
P1-2,5,0x4e79,乹,乹,1.0000,True,200
P1-2,6,0x4e79,乹,乹,1.0000,True,200
P1-2,7,0x4e79,乹,乹,1.0000,True,200
P1-2,8,0x4e79,乹,乹,1.0000,True,200
P1-2,9,0x4e79,乹,乹,1.0000,True,200
P1-2,0,0x4e7a,乺,乺,1.0000,True,200
P1-2,1,0x4e7a,乺,乺,1.0000,True,200
P1-2,2,0x4e7a,乺,乺,1.0000,True,200
P1-2,3,0x4e7a,乺,乺,1.0000,True,200
P1-2,4,0x4e7a,乺,乺,1.0000,True,200
P1-2,5,0x4e7a,乺,乺,1.0000,True,200
P1-2,6,0x4e7a,乺,乺,1.0000,True,200
P1-2,7,0x4e7a,乺,乺,1.0000,True,200
P1-2,8,0x4e7a,乺,乺,1.0000,True,200
P1-2,9,0x4e7a,乺,乺,1.0000,True,200
P1-2,0,0x4e7b,乻,乻,1.0000,True,200
P1-2,1,0x4e7b,乻,乻,1.0000,True,200
P1-2,2,0x4e7b,乻,乻,1.0000,True,200
P1-2,3,0x4e7b,乻,乻,1.0000,True,200
P1-2,4,0x4e7b,乻,乻,1.0000,True,200
P1-2,5,0x4e7b,乻,乻,1.0000,True,200
P1-2,6,0x4e7b,乻,乻,1.0000,True,200
P1-2,7,0x4e7b,乻,乻,1.0000,True,200
P1-2,8,0x4e7b,乻,乻,1.0000,True,200
P1-2,9,0x4e7b,乻,乻,1.0000,True,200
P1-2,0,0x4e7c,乼,乼,1.0000,True,200
P1-2,1,0x4e7c,乼,乼,1.0000,True,200
P1-2,2,0x4e7c,乼,乼,1.0000,True,200
P1-2,3,0x4e7c,乼,乼,1.0000,True,200
P1-2,4,0x4e7c,乼,乼,1.0000,True,200
P1-2,5,0x4e7c,乼,乼,1.0000,True,200
P1-2,6,0x4e7c,乼,乼,1.0000,True,200
P1-2,7,0x4e7c,乼,乼,1.0000,True,200
P1-2,8,0x4e7c,乼,乼,1.0000,True,200
P1-2,9,0x4e7c,乼,乼,1.0000,True,200
P1-2,0,0x4e7d,乽,乽,1.0000,True,200
P1-2,1,0x4e7d,乽,乽,1.0000,True,200
P1-2,2,0x4e7d,乽,乽,1.0000,True,200
P1-2,3,0x4e7d,乽,乽,1.0000,True,200
P1-2,4,0x4e7d,乽,乽,1.0000,True,200
P1-2,5,0x4e7d,乽,乽,1.0000,True,200
P1-2,6,0x4e7d,乽,乽,1.0000,True,200
P1-2,7,0x4e7d,乽,乽,1.0000,True,200
P1-2,8,0x4e7d,乽,乽,1.0000,True,200
P1-2,9,0x4e7d,乽,乽,1.0000,True,200
P1-2,0,0x4e7e,乾,乾,1.0000,True,200
P1-2,1,0x4e7e,乾,乾,1.0000,True,200
P1-2,2,0x4e7e,乾,乾,1.0000,True,200
P1-2,3,0x4e7e,乾,乾,1.0000,True,200
P1-2,4,0x4e7e,乾,乾,1.0000,True,200
P1-2,5,0x4e7e,乾,乾,1.0000,True,200
P1-2,6,0x4e7e,乾,乾,1.0000,True,200
P1-2,7,0x4e7e,乾,乾,1.0000,True,200
P1-2,8,0x4e7e,乾,乾,1.0000,True,200
P1-2,9,0x4e7e,乾,乾,1.0000,True,200
P1-2,0,0x4e7f,乿,乿,1.0000,True,200
P1-2,1,0x4e7f,乿,乿,1.0000,True,200
P1-2,2,0x4e7f,乿,乿,1.0000,True,200
P1-2,3,0x4e7f,乿,乿,1.0000,True,200
P1-2,4,0x4e7f,乿,乿,1.0000,True,200
P1-2,5,0x4e7f,乿,乿,1.0000,True,200
P1-2,6,0x4e7f,乿,乿,1.0000,True,200
P1-2,7,0x4e7f,乿,乿,1.0000,True,200
P1-2,8,0x4e7f,乿,乿,1.0000,True,200
P1-2,9,0x4e7f,乿,乿,1.0000,True,200
P1-2,0,0x4e80,亀,亀,1.0000,True,200
P1-2,1,0x4e80,亀,亀,1.0000,True,200
P1-2,2,0x4e80,亀,亀,1.0000,True,200
P1-2,3,0x4e80,亀,亀,1.0000,True,200
P1-2,4,0x4e80,亀,亀,1.0000,True,200
P1-2,5,0x4e80,亀,亀,1.0000,True,200
P1-2,6,0x4e80,亀,亀,1.0000,True,200
P1-2,7,0x4e80,亀,亀,1.0000,True,200
P1-2,8,0x4e80,亀,亀,1.0000,True,200
P1-2,9,0x4e80,亀,亀,1.0000,True,200
P1-2,0,0x4e81,亁,亁,1.0000,True,200
P1-2,1,0x4e81,亁,亁,1.0000,True,200
P1-2,2,0x4e81,亁,亁,1.0000,True,200
P1-2,3,0x4e81,亁,亁,1.0000,True,200
P1-2,4,0x4e81,亁,亁,1.0000,True,200
P1-2,5,0x4e81,亁,亁,1.0000,True,200
P1-2,6,0x4e81,亁,亁,1.0000,True,200
P1-2,7,0x4e81,亁,亁,1.0000,True,200
P1-2,8,0x4e81,亁,亁,1.0000,True,200
P1-2,9,0x4e81,亁,亁,1.0000,True,200
P1-2,0,0x4e82,亂,亂,1.0000,True,200
P1-2,1,0x4e82,亂,亂,1.0000,True,200
P1-2,2,0x4e82,亂,亂,1.0000,True,200
P1-2,3,0x4e82,亂,亂,1.0000,True,200
P1-2,4,0x4e82,亂,亂,1.0000,True,200
P1-2,5,0x4e82,亂,亂,1.0000,True,200
P1-2,6,0x4e82,亂,亂,1.0000,True,200
P1-2,7,0x4e82,亂,亂,1.0000,True,200
P1-2,8,0x4e82,亂,亂,1.0000,True,200
P1-2,9,0x4e82,亂,亂,1.0000,True,200
P1-2,0,0x4e83,亃,亃,1.0000,True,200
P1-2,1,0x4e83,亃,亃,1.0000,True,200
P1-2,2,0x4e83,亃,亃,1.0000,True,200
P1-2,3,0x4e83,亃,亃,1.0000,True,200
P1-2,4,0x4e83,亃,亃,1.0000,True,200
P1-2,5,0x4e83,亃,亃,1.0000,True,200
P1-2,6,0x4e83,亃,亃,1.0000,True,200
P1-2,7,0x4e83,亃,亃,1.0000,True,200
P1-2,8,0x4e83,亃,亃,1.0000,True,200
P1-2,9,0x4e83,亃,亃,1.0000,True,200
P1-2,0,0x4e84,亄,亄,1.0000,True,200
